make,model,colour,capacity,network,grade,condition,count
Blackberry,"TOUCH 9900 - QWERTY",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,12
Blackberry,"TOUCH 9900 - QWERTY",Black,"Not Applicable",Vodafone,"Grade B - Good Condition","Non-working - Need Battery",8
Blackberry,"TOUCH 9900 - QWERTY",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",4
Blackberry,"TOUCH 9900 - QWERTY",Black,"Not Applicable",Unlocked,"Grade D",Working,4
Blackberry,"TOUCH 9900 - QWERTY",Black,"Not Applicable",Vodafone,"Grade C - Acceptable Condition",Working,8
Blackberry,"TOUCH 9900 - QWERTY",Black,8GB,"EE Network","Grade B - Good Condition",Working,4
Blackberry,"USB CABLE MICRO-USB, 1.2M BLACK",Black,"Not Applicable","Not Applicable","Brand New","Brand New",80
Blackberry,VP-1000,Black,"Not Applicable","Not Applicable","Brand New","Brand New",24
Blackberry,Z10,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
Blackberry,Z10,Black,16GB,NOS-Portugal,"Grade B - Good Condition","Power On Tested-Good LCD",4
Blackberry,Z10,White,16GB,Unlocked,"Grade D",Working,4
Blackberry,Z10,Black,"Not Applicable",Vodafone,"Brand New","Brand New",8
Blackberry,Z10,Black,16GB,Unlocked,"Grade A - Very Good Condition",Working,8
Blackberry,Z10,Black,16GB,Unlocked,"Grade B - Good Condition","Non-working - DeBrand",4
Blackberry,Z10,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,4
Blackberry,Z10,White,16GB,Unlocked,"Brand New","Brand New",120
Blackberry,Z10,White,16GB,Unlocked,"Insurance Grade","Brand New",8
Blackberry,Z10,White,16GB,Unlocked,"Grade A - Very Good Condition",Working,4
Blackberry,Z10,White,16GB,Unlocked,"Grade A - Very Good Condition","Power On Tested-Good LCD",4
Blackberry,Z10,White,16GB,Unlocked,"Grade A - Very Good Condition",BER,4
Blackberry,Z10,White,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Non-working,4
Blackberry,Z10,White,"Not Applicable",Unlocked,"Insurance Grade","Brand New",16
Blackberry,Z10,Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",32
Blackberry,Z10,White,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,8
Blackberry,Z10,Black,16GB,Unlocked,"Grade C - Acceptable Condition",Working,4
Blackberry,Z10,Black,16GB,Unlocked,"Grade C - Acceptable Condition","Working – Minor Screen Burn",4
Blackberry,Z10,White,Unknown,Damaged,"Grade C - Acceptable Condition","iOS 7 Locked",4
Blackberry,Z10,White,16GB,Vodafone,"Grade C - Acceptable Condition",Working,4
Blackberry,Z10,Black,16GB,O2,"Grade C - Acceptable Condition",Working,4
Blackberry,Z10,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,4
Blackberry,Z10,Black,"Not Applicable","EE Network","Grade C - Acceptable Condition",Working,8
Blackberry,Z30,Black,"Not Applicable",Unknown,Unknown,Non-working,4
Blackberry,Z30,Black,"Not Applicable",Unknown,"Grade C - Acceptable Condition",Non-working,4
Blackberry,Z30,Black,16GB,Unlocked,"Grade B - Good Condition",Working,4
Blackberry,Z30,Black,16GB,Unlocked,Unknown,Non-working,4
Blackberry,Z30,Black,"Not Applicable",Unlocked,"Brand New","Brand New",80
BLU,"BLUBERRY E-LIQUID 10ML 18MG",Black,"Not Applicable","Not Applicable","Brand New","Brand New",164
BLU,"BY SKYCIG BATTERY 5.0",Black,"Not Applicable","Not Applicable","Brand New","Brand New",52
BLU,"BY SKYCIG BATTERY 5.0",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
BLU,"CARTRIDGE REFILL CLASSIC TOBACCO 3 PACK 18MG",Black,"Not Applicable","Not Applicable","Brand New","Brand New",488
BLU,"CLASSIC TOBACCO 10ML 18MG",Black,"Not Applicable","Not Applicable","Brand New","Brand New",88
BLU,"CLASSIC TOBACCO 10ML 18MG BOTTLE",Black,"Not Applicable","Not Applicable","Brand New","Brand New",208
BLU,"CLEAROMISER 1.8 ML",Black,"Not Applicable","Not Applicable","Brand New","Brand New",400
BLU,"CLEAROMISER 1.8 ML",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",BER,4
BLU,"CLEAROMISER 1.8 ML",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
BLU,"E-LIQUID BLUBERRY 10 ML BOTTLE 18MG",Black,"Not Applicable","Not Applicable","Brand New","Brand New",24
BLU,"E-LIQUID MENTHOL 10 ML 18MG",Black,"Not Applicable","Not Applicable","Brand New","Brand New",80
BLU,"E-LIQUID MENTHOL 10 ML BOTTLE 18MG",Black,"Not Applicable","Not Applicable","Brand New","Brand New",152
BLU,"MENTHOL REFILL - 3 PACK 18MG",Black,"Not Applicable","Not Applicable","Brand New","Brand New",644
BLU,"MENTHOL REFILL - 3 PACK 18MG",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
BLU,"PLUS+ MENTHOL 1.8 % 2 PACK",Black,"Not Applicable","Not Applicable","Brand New","Brand New",76
BLU,"PLUS+ MENTHOL 1.8 % 2 PACK",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,4
BLU,"PLUS+ MENTHOL 1.8 % 5X2 PACK",Black,"Not Applicable","Not Applicable","Brand New","Brand New",4
BLU,"PLUS+ TOBACCO 2 PACK",Black,"Not Applicable","Not Applicable","Brand New","Brand New",148
BLU,"PLUS+ TOBACCO 5X2 PACK ",Black,"Not Applicable","Not Applicable","Brand New","Brand New",12
BLU,"PRO KIT E-CIGARETTE TANK - CLASSIC TOBACCO 18MG",Black,"Not Applicable","Not Applicable","Brand New","Brand New",252
BLU,"PRO KIT E-CIGARETTE TANK - CLASSIC TOBACCO 18MG",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",BER-Scrap,4
BLU,"STARTER KIT CLASSIC TOBACCO RE-CHARGEABLE 18MG",Black,"Not Applicable","Not Applicable","Brand New","Brand New",768
BLU,"STARTER KIT CLASSIC TOBACCO RE-CHARGEABLE 18MG",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",BER-Scrap,4
BLU,"STARTER KIT CLASSIC TOBACCO RE-CHARGEABLE 18MG",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",8
BOCOIN,225,Silver,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",4
"BOOM BEAT","BLUETOOTH SPEAKER",Pink,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
BP,"Aquaruis E5",White,16GB,Unlocked,"Grade B - Good Condition",Working,4
BQ,"AQUARIS E45",White,"Not Applicable",Damaged,"Grade B - Good Condition",BER-Scrap,4
BQ,"AQUARIS U",Grey,16GB,Unlocked,"Grade A - Very Good Condition","iOS 7 Locked",4
BQ,"AQUARIS U",Grey,4GB,Unlocked,"Not Graded","iOS 7 Locked",4
BQ,"AQUARIS U",Black,4GB,NOS-Portugal,Unknown,Non-working,4
BQ,"AQUARIS U",Black,16GB,Unlocked,"Grade A - Very Good Condition",Working,16
BQ,"AQUARIS U",Black,16GB,Unlocked,"Grade B - Good Condition",Working,44
BQ,"AQUARIS U",Black,16GB,Unlocked,"Not Graded","iOS 7 Locked",16
BQ,"AQUARIS U",Black,16GB,Unlocked,"Grade C - Acceptable Condition",Working,4
BQ,"AQUARIS U",Black,16GB,Unlocked,"Grade A - Very Good Condition","Working – Minor Screen Burn",4
BQ,"AQUARIS U",Grey,16GB,NOS-Portugal,"Not Graded","iOS 7 Locked",4
BQ,"AQUARIS U",Grey,4GB,NOS-Portugal,Unknown,Non-working,4
BQ,"AQUARIS X5",Black,16GB,O2,"Grade B - Good Condition","Non-working - Need Repair - Software",8
BQ,"AQUARIS X5",Grey,16GB,O2,"Grade B - Good Condition","Non-working - Need Repair - Software",8
BRAGI,"THE DASH B1000",Black,"Not Applicable","Not Applicable","Brand New","Brand New",24
BRAGI,"THE DASH B1000",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,88
BRAGI,"THE DASH B1000",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,96
BRAGI,"THE DASH B1000",Black,"Not Applicable","Not Applicable","Grade D",Working,8
BRAGI,"THE DASH B1000",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",BER,4
BRAGI,"THE DASH B1000",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,20
BRAGI,"THE DASH B1000",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,12
BRAGI,"THE DASH B1000",Black,"Not Applicable","Not Applicable",Unknown,"Warranty Send-Off",8
BRAGI,"THE DASH B1000",Black,"Not Applicable","Not Applicable","Grade B - Good Condition","Warranty Send-Off",20
BRAGI,"THE DASH B1000",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition","Warranty Send-Off",4
BRAGI,"THE DASH B1000",Black,"Not Applicable","Not Applicable","Brand New","Warranty Send-Off",8
BRAGI,"THE DASH B1000",Black,"Not Applicable","Not Applicable","Insurance Grade","Warranty Send-Off",12
BRAUN,"NIZO 2056 SUPER 8",Silver,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
BRAUN,"NIZO 3056 SUPER 8",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
BRAUN,"NIZO 4080 SUPER 8",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
BRAUN,"NIZO 6080 SUPER 8",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
BRAUN,"NIZO INTEGRAL 5 SUPER 8",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
BRAUN,"NIZO INTEGRAL 7 SUPER 8",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
BRAVEN,"570 PORTABLE BLUETOOTH WIRELESS SPEAKER",White,"Not Applicable","Not Applicable","Brand New","Brand New",8
BRAVEN,"570 PORTABLE BLUETOOTH WIRELESS SPEAKER",Red,"Not Applicable","Not Applicable","Brand New","Brand New",176
BRAVEN,"570 PORTABLE BLUETOOTH WIRELESS SPEAKER",Red,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,8
BRAVEN,"570 PORTABLE BLUETOOTH WIRELESS SPEAKER",Red,"Not Applicable","Not Applicable","Grade A - Very Good Condition",BER-Scrap,4
BRAVEN,"570 PORTABLE BLUETOOTH WIRELESS SPEAKER",Black,"Not Applicable","Not Applicable","Brand New","Brand New",4
BRONICKA,"ZENZA BRONIKA SQ-I 6X6",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
Brother,HL-21,Grey,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
BT,"WHOLE HOME WI-FI (ITEM CODE 088269)",White,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,12
BT,"WHOLE HOME WI-FI (ITEM CODE 091073)",White,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
BURY,"ACTIVE CRADLE UNIVERSAL - 0-02-37-3300-0",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,12
BURY,"ACTIVE CRADLE UNIVERSAL - 0-02-37-3300-0",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,12
BURY,"ACTIVE CRADLE UNIVERSAL - 0-02-37-3300-0",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
BURY,"MICRO USB S/C ADAPTER FOR IPHONE 5/6",Black,"Not Applicable","Not Applicable","Brand New","Brand New",212
BURY,"MICRO USB S/C ADAPTER FOR IPHONE 5/6",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
BURY,"TAKE&TALK UNIVERSAL XXL",Black,"Not Applicable","Not Applicable","Brand New","Brand New",12
BURY,"TAKE&TALK UNIVERSAL XXL",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,32
BURY,"THB BURY SYSTEM 8 TAKE&TALK CRADLE FOR IPHONE 5 - 0-02-22-0315-0",Black,"Not Applicable","Not Applicable","Brand New","Brand New",232
BURY,"THB BURY SYSTEM 8 TAKE&TALK CRADLE FOR IPHONE 5 - 0-02-22-0315-0",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",12
BURY,"THB BURY SYSTEM 8 TAKE&TALK CRADLE FOR IPHONE 5 - 0-02-22-0315-0",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
BURY,"UNI SYSTEM 8",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,144
BURY,"UNI SYSTEM 8",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",BER,4
BURY,"UNI SYSTEM 8 TAKE & TALK FOR BLACKBERRY 8300",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
BURY,"UNI SYSTEM 8 TAKE & TALK FOR BLACKBERRY 8520/9300",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,12
BURY,"UNI SYSTEM 8 TAKE & TALK FOR BLACKBERRY TORCH 9860",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,60
BURY,"UNI SYSTEM 8 TAKE & TALK FOR NOKIA ASHA 300",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,16
BURY,"UNI SYSTEM 8 TAKE & TALK FOR NOKIA ASHA 300",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",24
BURY,"UNI SYSTEM 8 TAKE&TALK FOR BLACKBERRY 9700/9780",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,12
BURY,"UNI SYSTEM 8 TAKE&TALK UNIVERSAL XL",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,32
BURY,"UNI SYSTEM 8 TAKE&TALK UNIVERSAL XL",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,60
BURY,"UNI SYSTEM 8 TAKE&TALK UNIVERSAL XL",Black,"Not Applicable","Not Applicable","Brand New","Brand New",28
BURY,"UNI SYSTEM 8 TAKE&TALK UNIVERSAL XL",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
BURY,"UNI SYSTEM 8 TAKE&TALK UNIVERSAL XL",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,20
BURY,"UNI TAKE & TALK FOR BLACKBERRY 9220/9320 CURVE",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,28
BURY,"UNI TAKE & TALK FOR BLACKBERRY BOLD 9790",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,32
BURY,"UNI TAKE&TALK FOR SAMSUNG GALAXY S4",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,4
"BUSH ","5.5 ENTRY V2",Blue,4GB,Damaged,"Grade C - Acceptable Condition",BER-Scrap,4
"BUSH ","5.5 ENTRY V2",Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,4
C-mii,1,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition",BER-Scrap,4
Canon,"DIGITAL IXUS 50",Silver,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
Canon,"EOS 1200D DSLR + 18-55mm DC Lens",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
Canon,"EOS Rebel T1i / 500D 15.1 Megapixel Camera",Black,"Not Applicable","Not Applicable","Grade B B2B",Working,4
Canon,"INK ROLLER PRINTING CALCULATOR - MP121-MG",White,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
Canon,"LEGRIA HV40",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
Canon,"MINI DIGITAL VIDEO CAMCORDER MVX330I",Silver,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
Canon,"PowerShot A4000 IS 16 MP",Blue,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
Canon,"powershot A4050",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
Canon,"PowerShot SX700 HS Superzoom 16 MP",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
"CASE POWER","BATTERY CASE - 14200 MAH",Blue,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
"CASE POWER","BATTERY CASE - 14200 MAH",Purple,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
"CASE POWER","BATTERY CASE - 14200 MAH",Purple,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
"CASE POWER","BATTERY CASE - 14200 MAH",Black,"Not Applicable","Not Applicable","Brand New","Brand New",12
"CASE POWER","BATTERY CASE - 14200 MAH",Blue,"Not Applicable","Not Applicable","Insurance Grade","Brand New",8
"CASE POWER","BATTERY CASE - 14200 MAH",Blue,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,28
"CASE POWER","BATTERY CASE - 14200 MAH",Blue,"Not Applicable","Not Applicable","Brand New","Brand New",44
"CASE POWER","BATTERY CASE - 14200 MAH",Blue,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
"CASE POWER","BATTERY CASE - 14200 MAH",Blue,"Not Applicable","Not Applicable","Insurance Grade",Working,4
"CASE POWER","PORTABLE RECHARGEABLE BATTERY 5700MAH",Purple,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
"CASE POWER","PORTABLE RECHARGEABLE BATTERY 5700MAH","Dark Blue","Not Applicable","Not Applicable","Insurance Grade",Working,4
"CASE POWER","PORTABLE RECHARGEABLE BATTERY 5700MAH","Dark Blue","Not Applicable","Not Applicable","Brand New","Brand New",4
"CASE POWER","PORTABLE RECHARGEABLE BATTERY 5700MAH",Blue,"Not Applicable","Not Applicable","Insurance Grade",Working,8
"CASE POWER","PORTABLE RECHARGEABLE BATTERY 5700MAH",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,8
"CASE POWER","PORTABLE RECHARGEABLE BATTERY 5700MAH",Blue,"Not Applicable","Not Applicable","Brand New","Brand New",44
"CASE POWER","PORTABLE RECHARGEABLE BATTERY 5700MAH",Blue,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
"CASE POWER","PORTABLE RECHARGEABLE BATTERY 5700MAH",Blue,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,84
"CASE POWER","PORTABLE RECHARGEABLE BATTERY 5700MAH",Blue,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
CASE-MATE," SLIM TOUGH COVER CASE FOR SAMSUNG GALAXY S6",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,28
CASE-MATE,"BARELY THERE FOR IPHONE 5/5S",Clear,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,100
CASE-MATE,"BARELY THERE FOR SONY XPERIA Z1",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
CASE-MATE,"BRILLIANCE FOR APPLE IPHONE 6/6S",Multicolour,"Not Applicable","Not Applicable","Insurance Grade","Brand New",40
CASE-MATE,"BRILLIANCE FOR APPLE IPHONE 6/6S",Multicolour,"Not Applicable","Not Applicable","Brand New","Brand New",4
CASE-MATE,"BRILLIANCE FOR APPLE IPHONE 6/6S",Gold,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
CASE-MATE,"BRILLIANCE FOR APPLE IPHONE 6/6S",Blue,"Not Applicable","Not Applicable","Insurance Grade","Brand New",12
CASE-MATE,"BRILLIANCE FOR APPLE IPHONE 6/6S",Multicolour,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,12
CASE-MATE,"BRILLIANCE FOR APPLE IPHONE 6/6S","ROSE GOLD","Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,48
CASE-MATE,"BRILLIANCE FOR APPLE IPHONE 6/6S","ROSE GOLD","Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
CASE-MATE,"BRILLIANCE FOR APPLE IPHONE 6/6S","ROSE GOLD","Not Applicable","Not Applicable","Insurance Grade","Brand New",56
CASE-MATE,"BRILLIANCE FOR APPLE IPHONE 6/6S","ROSE GOLD","Not Applicable","Not Applicable","Insurance Grade",Working,12
CASE-MATE,"BRILLIANCE FOR APPLE IPHONE 6/6S",Champagne,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
CASE-MATE,"BRILLIANCE FOR APPLE IPHONE 6/6S","ROSE GOLD","Not Applicable","Not Applicable","Brand New","Brand New",32
CASE-MATE,"BRILLIANCE FOR APPLE IPHONE 6/6S - FBA UK","ROSE GOLD","Not Applicable","Not Applicable","Brand New","Brand New",20
CASE-MATE,"BRILLIANCE FOR IPHONE 5/5S/SE","ROSE GOLD","Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,120
CASE-MATE,"BRILLIANCE FOR IPHONE 5/5S/SE","ROSE GOLD","Not Applicable","Not Applicable","Insurance Grade","Brand New",116
CASE-MATE,"BRILLIANCE FOR IPHONE 5/5S/SE","ROSE GOLD","Not Applicable","Not Applicable","Insurance Grade",Working,40
CASE-MATE,"BRILLIANCE FOR IPHONE 5/5S/SE","ROSE GOLD","Not Applicable","Not Applicable","Brand New","Brand New",28
CASE-MATE,"BRILLIANCE FOR IPHONE 5/5S/SE - FBA UK","ROSE GOLD","Not Applicable","Not Applicable","Brand New","Brand New",28
CASE-MATE,"BRILLIANCE TOUGH FOR APPLE IPHONE 6/6S/7",Gold,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,12
CASE-MATE,"BRILLIANCE TOUGH FOR APPLE IPHONE 6/6S/7","ROSE GOLD","Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,92
CASE-MATE,"BRILLIANCE TOUGH FOR APPLE IPHONE 6/6S/7","ROSE GOLD","Not Applicable","Not Applicable","Insurance Grade","Brand New",4
CASE-MATE,"BRILLIANCE TOUGH FOR APPLE IPHONE 6/6S/7",Silver,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,20
CASE-MATE,"BRILLIANCE TOUGH FOR APPLE IPHONE 6/6S/7",Silver,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,20
CASE-MATE,"BRILLIANCE TOUGH FOR APPLE IPHONE 6/6S/7","ROSE GOLD","Not Applicable","Not Applicable","Insurance Grade",Working,4
CASE-MATE,"BRILLIANCE TOUGH FOR APPLE IPHONE 6/6S/7",Silver,"Not Applicable","Not Applicable","Insurance Grade",Working,4
